score_rrf,score_bm25,score_dense,id_projeto,titulo,situacao,is_stem,unidade_lista,palavra_chave_1,palavra_chave_2,palavra_chave_3,palavra_chave_4,resumo
0.02488202488202488,24.725755611505758,0.8768027,1418,FormAÇÕES Afirmativas: “Atuação na Universidade na perspectiva das Ações Afirmativas”,Inadimplente,False,Diretoria de Ações Afirmativas e Diversidade,Ações Afirmativas,Diversidade,Formação,,"O Form(ações) Afirmativas constitui-se como projeto da Diretoria de Ações Afirmativas - DAAD e Diversidades de realização, apoio e/ou participação em ações de formação, seminários, campanhas, debates, rodas de conversa/cuidado e demais eventos cuja temática gire em torno das ações afirmativas. A inserção nesses espaços tem o foco na promoção de direitos, além da eliminação de preconceitos, discriminações e outras formas correlatas de violações aos direitos individuais e coletivos dos estudantes indígenas, quilombolas, população do campo, negros/as, mulheres, LGBTTs e pessoas com deficiência. A construção de espaços formativos que proporcionem debates dessas questões vão ao encontro das propostas construídas coletivamente na I Conferência de Ações Afirmativas da UFES. Uma vez legitimadas pela agenda resultante da Conferência, essas iniciativas demonstram a importância de se constituir o respeito à diversidade como princípio ético-político orientador das práticas na universidade."
0.02362531085935341,28.687726846419192,0.86580044,4925,"SEMINÁRIO  ""GÊNERO, SEXUALIDADE(S) E OUTROS MARCADORES DA DIFERENÇA: O QUE PODE UM CORPO QUANDO FRACASSA?""",Concluído,False,Departamento de Teorias de Ensino e Práticas Educacionais,corpo,gênero,sexualidade,fracasso,"O Seminário ""Genero, sexualidade(s) e outros marcadores da diferença: o que pode um corpo quandro fracassa?"" busca em sua ação extensionista promover reflexões sobre os processos formativos e as múltiplas dimensões que pode assumir o corpo, a sexualidade e o gênero em suas interfaces com a educação, a saúde, as artes, a cultura, os direitos humanos e as políticas de expansão da vida que acontecem, sobretudo no encontro e na recusa das e com as políticas normativas que buscam nos subjetivar numa forma identidade sempre igual. Para além de seguirmos nesta atividade produzindo reflexões críticas sobre o que temos feito de nós  no encontro com o gênero e a sexualidade é também espaço tempo propício para celebrar os 15 anos de existência do Projeto de Extensão ""Grupo de estudos e pesquisas em sexualidades"", GEPSs/Ufes e  de fazermos a análise de conjutura sobre o tempo histórico em que estamos vivendo e nossas possibilidades de seguir sonhando com o futuro para a população LGBTQUIAPN+. "
0.022774327122153208,29.01430785223213,0.86298364,4572,Formação em saúde e integração ensino-serviço-comunidade sob a perspectiva das políticas públicas de diversidade e equidade do Sistema Único de Saúde.,Aguardando envio de relatório,False,Departamento de Fonoaudiologia,saúde,Trabalho,equidade,educação,"A Secretaria Municipal de Saúde de Vitória e a Universidade Federal do Espírito Santo propõem o presente projeto voltado para a formação e educação permanente em saúde e a integração ensino-serviço-comunidade sob a perspectiva das políticas públicas de diversidade e equidade do Sistema Único de Saúde. A proposta é desenvolver ações estratégicas articuladas, tanto no âmbito da gestão quanto nos serviços da assistência à saúde, que contribuam para o desenvolvimento de competências e habilidades voltadas  à equidade de gênero, identidade de gênero, sexualidade, raça, etnia e pessoas com deficiências, bem como o fortalecimento da integração ensino-serviço-comunidade, a educação permanente e a formação de trabalhadoras e trabalhadores e futuros trabalhadores e trabalhadoras do SUS. Esse projeto está vinculado ao Edital SGTES/MS nº 11/2023."
0.02261178861788618,28.40073491465694,0.8637822,1487,A Auto organização de Trabalhadoras Rurais na Construção de Novas Relações Sociais de Gênero e de Produção no Campo,Ativo,False,Departamento de Economia,Questão Agrária,Gênero,Raça e Etnia,,"Pretendemos pesquisar a respeito das experiências de auto-organização das mulheres, assim como articular, formar e capacitar trabalhadoras rurais, assentadas da Reforma Agrária no Espírito Santo, promovendo relações de igualdade de gênero nas associações e organizações rurais em que atuam, ampliando as possibilidades de geração de renda, elevando o nível e de participação das mesmas na busca das conquistas dos seus direitos junto aos governos e pela
construção de uma sociedade mais justa e democrática.  Especificamente focamos em: realizar um diagnóstico de experiências de coletivos produtivos protagonizadas por mulheres nas áreas de assentamentos rurais no Espírito Santo; promover a formação e qualificação dos grupos participantes, quanto aos temas relacionados à questão agrária, de gênero, raça e etnia, entre outros, em encontros locais e estaduais; ampliar e qualificar a participação das mulheres nos diversos espaços existentes nos Assentamentos Rurais e suas organizações."
0.02218733647305076,19.793093921716864,0.8755858,4313,Empoderando mulheres: defesa pessoal para mulheres através do jiu-jítsu,Aguardando envio de relatório,False,Departamento de Biologia,violência contra mulher,vulnerabilidade,defesa pessoal,jiu-jítsu,"O projeto ""Empoderando mulheres: defesa pessoal para mulheres através do jiu-jítsu"" visa capacitar mulheres através do jiu-jítsu, promovendo segurança e empoderamento. Oferecendo aulas práticas e teóricas, busca-se desenvolver habilidades de autodefesa, confiança e consciência situacional. Prioriza-se um ambiente seguro e inclusivo, buscando quebrar estereótipos de gênero associados à luta. O projeto pretende alcançar mulheres de diversas origens, proporcionando oportunidades de desenvolvimento pessoal e físico. O objetivo final é capacitar as mulheres na defesa pessoal e inspirá-las a serem agentes de mudança em seus espaços cotidianos."
0.021764705882352943,31.998043438511953,0.85892284,4632,Núcleo Impulsor de Políticas para Mulheres da Universidade Federal do Espírito Santo - “Mulheres na Ufes”,Ativo,False,Vice-Reitoria,Política,mulher,Direitos Humanos,Gênero,"O Programa Mulheres na UFES visa fortalecer ações de ensino, pesquisa, extensão e gestão voltadas à promoção dos direitos das mulheres e à equidade de gênero. Alinha-se a documentos como a CRES+5, o PDI-UFES e os ODS, buscando integrar projetos institucionais registrados e não formalizados, criando espaços para apresentação e diálogo. O programa propõe um sistema de monitoramento contínuo das ações, com cronograma de reuniões e definição de direcionamentos. Também assegura espaços de acolhida e permanência, promovendo a ampliação e qualificação das iniciativas existentes. Inclui a criação de um grupo de mobilização para estratégias institucionais e captação de recursos, além de fomentar o diálogo para mudanças culturais nas práticas da universidade. Como ação central, será realizado um seminário de um dia (manhã e tarde) para integração de projetos, pesquisas e experiências sobre a temática das mulheres na UFES."
0.02152014652014652,32.2067078797153,0.8576352,5313,Empreendedorismo Feminino Rural,Ativo,True,Departamento de Engenharia Mecânica,Segurança Alimentar,Empreendedorismo,Agricultura Familiar,Agronegócio,"O fomento ao empreendedorismo feminino rural no Brasil está crescendo, com projetos de lei criando programas de incentivo (como o PL 3459/24), focando em crédito facilitado, capacitação (inovação, tecnologia), assistência técnica e social (creches), e buscando igualdade de oportunidades para mulheres no campo, que são cruciais para a segurança alimentar e a sustentabilidade, impulsionando o agronegócio familiar e a agroecologia com visão de longo prazo e liderança. As mulheres são fundamentais na agricultura familiar, responsável por grande parte dos alimentos consumidos no Brasil, e sua autonomia econômica beneficia toda a comunidade.
A atuação das mulheres na área rural está em ascensão, transformando o agro com inovação, gestão e protagonismo, com mulheres administrando propriedades, gerando renda e atuando em diversas áreas como orgânicos, turismo rural e tecnologia, buscando autonomia e fortalecendo a economia local e familiar, com o apoio de redes de apoio e capacitação digital."
0.021296296296296296,39.46754073178234,0.85475534,4506,Copa Let it Go - Festival infanto-juvenil de Futsal Feminino,Concluído,False,Departamento de Desportos,esporte,gênero,inclusão,lazer,"O futebol é considerado, na contemporaneidade, o fenômeno cultural e esportivo mais popular do país (VIANA; ALTMANN, 2015). No entanto, basta um olhar atencioso para notar que o engajamento de meninas e mulheres nessa prática ainda é relativamente baixo. Segundo o relatório “Movimento é Vida” do Programa das Nações Unidas para o Desenvolvimento (PNUD, 2017), o índice de participação em atividades físicas e esportivas por meninas que estão em idade escolar é quase 30% menor do que o índice de meninos na mesma faixa etária. Considerando a necessidade de criação de espaços que fomentem a prática esportiva para as garotas dessa faixa etária, esse evento de extensão tem como objetivo a realização de um festival de futsal infantil para meninas de 8 a 13 anos, com finalidade de promover a participação, inclusão e visibilidade para a prática por elas. O evento será realizado dia 17/08/2024 na UFES e contará com a participação de projetos sociais e escolas que têm alunas de futsal."
0.021269841269841272,22.128462731796663,0.8659792,4471,AdaptELAS,Concluído,True,Coordenação do Curso de Ciência da Computação,Desenvolvimento Web,Programação,Representatividade,Inclusão,"O AdaptELAS é um curso online voltado para capacitar mulheres em diversas áreas da tecnologia, promovendo a igualdade de gênero e a inclusão no setor tecnológico. A cada edição, o curso aborda um tema específico, oferecendo uma formação completa e acessível que vai do básico ao avançado. Com aulas onlines, materiais de apoio e atividades práticas, o AdaptELAS visa desenvolver habilidades técnicas para o mercado de trabalho. As participantes são avaliadas por meio de tarefas, garantindo a aplicação dos conhecimentos adquiridos e o preparo para a área."
0.021084975630430176,22.565954064661405,0.86575335,1327,Saúde da Mulher - CEPAS,Inadimplente,False,Departamento de Medicina Social,Mulher,Saúde,Atenção Integral,Capacitação,"Verificando-se o entorno da universidade percebeu-se a existência de comunidades que demandam programas de saúde específicos voltados para a prevenção de doenças imunopreveníveis, das IST/AIDS, planejamento familiar por meio de ações de extensão. O Projeto Saúde da Mulher vem assim atender a uma comunidade carente de Jacaraípe realizando ações educativas para orientação e de prevenção de doenças pertinentes à saúde da mulher e da sua família. Outro ponto a ser trabalhado é o planejamento familiar que poderá ser realizado como subsídio a melhoria da qualidade de vida e condição social dessas mulheres."
0.02106158919263908,34.41448307206694,0.85608864,621,Consumo sustentável de energia em ambientes escolares: iniciativas femininas,Concluído,True,Departamento de Engenharia Elétrica,eficiência energética,feminino,ambiente escolar,SEDU,"Este projeto tem como objetivo geral despertar a comunidade escolar e seu entorno para a problemática da eficiência energética, atribuindo à comunidade feminina da escola a liderança de ações de monitoramento e redução do consumo de energia elétrica que deverão culminar na automação de ambientes escolares escolhidos pelas escolas participantes.
O projeto será realizado por uma equipe composta por docentes e discentes de cinco escolas públicas de Educação Básica do Espírito Santo e da Universidade Federal do Espírito Santo - UFES. A equipe da UFES é composta por professoras do Departamento de Engenharia Elétrica e do Departamento de Informática, bolsistas de Iniciação Científica e colaboradores.
Este projeto foi aprovado na Chamada CNPq/MCTIC Nº 31/2018 - Meninas nas Ciências Exatas, Engenharias e Computação."
0.020933822110746673,19.810858491555063,0.8690954,4346,VI FEIRA DE CIÊNCIAS GÊNIOS DE MULTIGÊNEROS +CULTURA +ARTE,Relatório aguardando aprovação,False,Departamento de Ciências Biológicas,ciencia,cultura,arte,,"Com foco na continuidade da promoção e popularização dos conhecimentos científicos, descoberta, incentivo e valorização da participação de jovens talentos nas áreas de matemática, física, astronomia, robótica e engenharias, bem como de cultura e arte, promove o diálogo entre a Ciência e outras áreas de conhecimento. A ação visa privilegiar projetos oriundos de escolas públicas e privadas de ensino fundamental, médio e técnico provenientes do município de Serra e outros municípios parceiros, encurtando assim as distâncias geográficas e promovendo uma rede integrada de divulgação e promoção dos conhecimentos científicos em múltiplos espaços escolares, principalmente aqueles provenientes de bairros de periferia onde há pouco incentivo ao desenvolvimento e promoção dos conhecimentos e da produção científica e tecnológica, oportunizando novos talentos e buscando a redução da desigualdade social, racial e de gênero."
0.020639658848614073,17.827341891277694,0.8720427,2774,ProgramaKids: Apresentando a programação para as crianças,Aguardando envio de relatório,True,Departamento de Informática,Lógica de programação,Público infantojuvenil,Hora do Código e Scratch,Curso aberto,"Atualmente o pensamento computacional compõe a lista de habilidades necessárias para o pleno exercício da cidadania, visto que a presença da tecnologia em nossas vidas é uma realidade. As crianças passaram a perceber o mundo por meio de dispositivos eletrônicos, que proporcionam conhecimento, entretenimento e socialização. Percebe-se a curiosidade das crianças pelo funcionamento dos elementos digitais tão presentes em sua rotina. O estímulo desses interesses pode ser alcançado pela introdução da programação de computadores na infância, motivando o aumento no interesse de profissionais pela área de Computação e a diminuição da significativa disparidade de gênero nas áreas tecnológicas. Nesta direção, desenvolvemos um curso de programação  online, gratuito e em português, com foco no público infantojuvenil  (de 7 a 13 anos de idade) do ensino fundamental, que será publicado na plataforma de Cursos Abertos do IFES, no formato MOOC."
0.020422824302134646,24.701319666619668,0.86248666,3677,Engênero IV Encontr Internacional Estudos de Gênero Violência Política ou Política de Violência? Entraves à Participação Feminina nos Espaços de Poder,Inadimplente,False,Departamento de História,Violência de gênero,Violência política,Política de violência,Entraves ao poder,"Em todo mundo, as mulheres ainda sofrem violência de gênero para se inserirem e se manterem nos diversos espaços de poder. No Brasil, nos últimos anos, a violência política contra as mulheres se fez tão grande ao ponto de, em 04 de agosto de 2021, ser aprovada a Lei nº 14.192, que estabelece regras de prevenção e combate à política contra as mulheres. O Laboratório de Estudos de Gênero, Poder e Violência da UFES, com a realização do ENGÊNERO IV, nos dias 28, 29 e 30 de março de 2023, objetiva analisar e debater as dificuldades encontradas pelas mulheres e por pessoas marginalizadas e excluídas de ascenderem e de manterem nos mais diversos espaços de poder. "
0.020113199919142913,28.24383115224002,0.85872823,4774,I Colóquio mulheres da Segurança Pública,Concluído,False,Coordenação do Curso de Educação Física (Bacharelado),Segurança,Segurança pública,Mulheres,Sáude,"A natureza do trabalho de agentes de segurança caracteriza-se por apresentar atividades críticas bem como situações ocupacionais que exigem elevada preparação física e emocional. O I Colóquio mulheres da Segurança Pública é um evento de caráter profissional e acadêmico, que através das mesas redondas colabora com o diálogo entre estudantes e profissionais da área da segurança pública, saúde, educação física, psicologia, nutrição e fisioterapia reunindo assim, ações dos campos de conhecimento e de intervenção direcionada a mulheres atuantes na área da Segurança Pública.  Assim, o objetivo central do evento é promover o debate sobre os conhecimentos nas múltiplas áreas que dialogam com a Segurança Pública direcionando toda a atenção ao público feminino atuantes na forças policias. Além disso, pretende-se com a realização do evento a socialização de experiências de intervenção e gestão, bem como disseminar conhecimentos na temática para aprimoramento da prática profissional. "
0.019922208519115834,22.1090516551509,0.8631566,5252,AdaptELAS 2025,Inadimplente,True,Coordenação do Curso de Ciência da Computação,Desenvolvimento Web,Programação,Representatividade,Inclusão,"O AdaptELAS é um curso online voltado para capacitar mulheres em diversas áreas da tecnologia, promovendo a igualdade de gênero e a inclusão no setor tecnológico. A cada edição, o curso aborda um tema específico, oferecendo uma formação completa e acessível que vai do básico ao avançado. Com aulas onlines, materiais de apoio e atividades práticas, o AdaptELAS visa desenvolver habilidades técnicas para o mercado de trabalho. As participantes são avaliadas por meio de tarefas, garantindo a aplicação dos conhecimentos adquiridos e o preparo para a área."
0.019910644910644912,30.082804547735748,0.8562849,4895,Conexões Nós com Elas - Trocas entre projetos socioesportivos voltados para a inclusão de meninas,Concluído,False,Departamento de Desportos,gênero,esporte,justiça social,inclusão,"O evento “Conexões Nós com Elas 3” marca o encerramento de um ciclo formativo e colaborativo entre coletivos e organizações que atuam pela inclusão de meninas e mulheres no esporte. A proposta do encontro é promover o compartilhamento dos principais resultados alcançados durante o projeto, com destaque para ações de escuta ativa, desenvolvimento organizacional e impacto coletivo. O evento contará com apresentações em formato de banner, mobilização de convidados estratégicos, e atividades voltadas à avaliação e sistematização das práticas desenvolvidas. A iniciativa busca fortalecer redes de apoio e visibilidade para experiências protagonizadas por mulheres no esporte, promovendo o diálogo entre universidade, coletivos, profissionais e comunidades."
0.01976246105919003,25.499489947469858,0.85926914,3892,I Fórum EVA HORIZONTES de  apoio ao empreendedorismo e desenvolvimento pessoal para mulheres,Concluído,True,Departamento de Engenharia de Produção,empreededorismo feminino,empreendedor individual,desenvolvimento pessoal,capacitação de mulheres,"O Programa Eva Horizontes tem suas ações voltadas para mães e mulheres, de preferência, mas não exclusivamente, vinculadas a programas sociais. Considerando as avaliações e depoimentos de mulheres que já participaram das formações promovidas pelo EVA, percebe-se a necessidade de ampliação das ações, bem como ampliação do número de mulheres atendidas pelo Programa. O evento proposto constitui-se em importante estratégia para conexão com instituições e pessoas que tenham como propósito promover o desenvolvimento pessoal e familiar de mulheres que empreendem negócios individuais, sejam eles formalizados ou não, em busca de obtenção e/ou ampliação da renda familiar. "
0.019569288389513106,23.081610599503122,0.86104983,4952,Projeto HEMOELAS – Por um Ciclo com Saúde,Ativo,False,Setor de Cuidados Especializados,Síndrome hemorrágicas,Saúde da Mulher,Atenção multidisciplinar,Distúrbios menstruais,"O projeto Atendimento Multiprofissional para Mulheres com Doenças Hemorrágicas visa oferecer assistência integrada e especializada a mulheres em idade reprodutiva portadoras de coagulopatias, com ênfase no sangramento uterino anormal e no manejo da gestação. A ação é realizada de forma conjunta entre a Ginecologia e a Hematologia, promovendo o diagnóstico, o acompanhamento e o tratamento adequado dessas pacientes, com vistas à redução da anemia ferropriva, melhora da qualidade de vida e prevenção de complicações obstétricas, como a hemorragia pós-parto. O atendimento será realizado no Ambulatório de Hematologia do HEMOES, com avaliação clínica, laboratorial e seguimento contínuo. Além da assistência, o projeto contempla ações de educação em saúde e produção de indicadores de impacto clínico e social."
0.019334952363160844,26.99621945857714,0.8573545,4945,Fomentando espaços seguros nas escolas públicas da rede estadual de ensino da Grande Vitória,Aguardando envio de relatório,False,Departamento de Desportos,violência,respeito,escola,gênero,"Este projeto de extensão tem como propósito fortalecer a articulação entre universidade e escola pública por meio da criação de espaços formativos dedicados à reflexão e elaboração conjunta de práticas pedagógicas voltadas à construção de ambientes escolares mais seguros e acolhedores para meninas e mulheres. A ideia é que professores/as da rede estadual de ensino do ES participem de encontros presenciais e/ou virtuais para produção de experimentações e práticas pedagógicas em suas realidades escolares sobre a construção de espaços seguros . A ação se orienta pelos princípios da indissociabilidade entre ensino, pesquisa e extensão, buscando promover a formação continuada de educadores/as, disseminação de boas práticas e a produção coletiva de conhecimento. Como produto final da ação, será elaborado um caderno metodológico com propostas pedagógicas testadas e discutidas no decorrer do projeto."
0.019230769230769232,46.43066404254755,0.8484421,146,Psicanálise e contemporaneidade - Subversão das identidades de gênero,Concluído,False,Coordenação de Núcleo de Psicologia Aplicada,Psicanálise,Gênero,Feminino,Feminismo,"Os trabalhos de algumas pesquisadoras como Gayle Rubin, Judith Butler,  Monique Wittig, convocam a psicanálise para o debate sobre a disjunção entre gênero e sexo biológico. No entanto, muitos apresentam um desconhecimento e uma série de confusões sobre a psicanálise. Freud demonstrou a frágil soldagem entre a pulsão e o objeto sexual, invisível devido a norma sexual dos ideais sociais. Na sua origem, a pulsão sexual não possui nenhuma ligação com o objeto. A escolha do objeto não está necessariamente determinada pelo biológico e nem a serviço do programa adaptacionista. Uma consequência dessa tese foi a célebre afirmação de Simone de Beauvoir: ""ninguém nasce mulher; torna-se mulher"". Os estudos sobre esse tema foram fundamentais para os movimentos feministas dos anos 70 e de outras minorias. Como a psicanálise lacaniana aborda as questões de gênero? Ela é heteronormativa? Qual o significado do significante mulher para a psicanálise? São questões que pretendemos responder neste evento."
